transaction_id,transaction_date,sender_account_id,receiver_account_id,transaction_type,amount,sender_balance_before,sender_balance_after,receiver_balance_before,receiver_balance_after,customer_age_group,customer_city,kyc_level,login_attempts,account_age_days,risk_score,is_fraud
FT00014729,2025-02-01 19:06:22,A0001571,A0005819,debit,1163.62,6326.24,5162.62,138091.41,139255.03,26-35,Chennai,standard,1,1351,14,0
FT00001126,2025-02-25 06:07:00,A0004343,A0009305,cash_in,1304.65,160507.54,159202.89,2193.38,3498.03,60+,Hyderabad,enhanced,2,398,17,0
FT00012305,2025-05-14 14:11:07,A0002016,A0006085,cash_out,278.75,246430.71,246151.96,179331.53,179610.28,46-60,Mumbai,basic,1,1759,24,0
FT00012128,2025-06-04 20:09:02,A0002093,A0007643,bill_payment,327.86,193010.96,192683.1,167118.56,167446.42,26-35, Indore ,standard,3,744,7,0
FT00012992,2025-01-03 08:55:56,A0003305,A0006231,transfer,729.03,55245.78,54516.75,54943.93,55672.96,46-60,Pune,STANDARD,3,1425,33,0
FT00009652,2025-06-07 10:37:51,A0002290,A0009731,debit,1445.24,46371.9,44926.66,121552.29,122997.53,36-45,Kolkata,basic,2,422,21,0
FT00014451,2025-11-27 04:30:31,A0000043,A0006765,debit,1341.56,176023.8,174682.24,21652.87,22994.43,46-60,Bengaluru,standard,1,1080,17,0
FT00009790,2025-06-03 11:36:51,A0001755,A0007927,debit,517.23,186452.78,185935.55,214753.01,215270.24,46-60,Pune,basic,1,572,20,0
FT00002289,2025-01-17 02:46:53,A0004295,A0009921,debit,916.5,182248.74,181332.24,136027.47,136943.97,18-25,Chennai,basic,1,1272,12,0
FT00014458,2025-08-13 19:31:39,A0004116,A0008368,debit,101.75,64753.66,64651.91,28866.43,28968.18,36-45,Pune,basic,3,1069,21,0
FT00014271,2025-08-29 14:47:36,A0000968,A0006926,transfer,275.64,177510.94,177235.3,180309.72,180585.36,46-60,Pune,basic,2,357,20,0
FT00008160,2025-03-10 01:40:05,A0003131,A0008697,bill_payment,1470.56,148784.59,147314.03,232325.33,233795.89,60+,Mumbai,standard,2,1704,7,0
FT00014281,03/09/2025,A0001811,A0008692,debit,2679.11,241956.61,239277.5,233729.05,236408.16,46-60,Delhi,basic,2,712,10,0
FT00008823,25/05/2025,A0001243,A0008447,transfer,9379.78,121301.69,111921.91,141789.15,151168.93,60+,Mumbai,basic,2,1112,25,0
FT00007226,2025-07-05 20:35:03,A0004228,A0007106,transfer,783.54,34535.31,33751.77,270709.82,271493.36,36-45,Delhi,basic,4,1534,37,0
FT00003844,2025-09-04 21:18:27,A0003669,A0007409,transfer,690.34,88090.93,87400.59,32256.96,32947.3,60+,Mumbai,enhanced,2,1649,22,0
FT00010018,2025-07-14 06:22:17,A0004868,A0006373,debit,362.87,192887.21,192524.34,169319.86,169682.73,60+,Pune,basic,2,1224,17,0
FT00010465,2025-11-05 08:49:42,A0003380,A0005540,debit,2341.77,194944.03,192602.26,99368.1,101709.87,60+,Indore,enhanced,1,1352,18,0
FT00009570,2025-02-13 14:01:44,A0004564,A0005433,debit,438.67,247678.88,247240.21,86523.98,86962.65,26-35,Indore,enhanced,3,1717,17,0
FT00004575,2025-10-11 22:13:39,A0001365,A0005508,bill_payment,841,156403.13,155562.13,145519.12,146360.12,26-35,Indore,standard,2,1408,9,0
FT00004392,2025-03-24 11:50:48,A0004418,A0008033,transfer,759.27,179284.47,178525.2,253726.14,254485.41,46-60,Indore,standard,3,1419,19,0
FT00008223,2025-07-29 16:23:15,A0004706,A0005883,cash_out,1718.86,157866.29,156147.43,122877.75,124596.61,36-45,Chennai,enhanced,1,807,21,0
FT00013642,2025-11-24 23:35:27,A0002951,A0006457,bill_payment,93.34,241506.22,241412.88,100447.47,100540.81,36-45,Kolkata,enhanced,1,716,9,0
FT00012023,2025-10-12 09:12:41,A0001377,A0006366,cash_in,2768.16,238266.77,235498.61,162553.51,165321.67,18-25,Pune,standard,1,89,44,0
FT00006272,2025-10-20 13:31:25,A0002242,A0005735,cash_out,624.39,116149.1,115524.71,92743.6,93367.99,46-60,Kolkata,basic,1,427,21,0
FT00010595,2025-01-09 05:47:53,A0001189,A0007035,cash_in,1489.45,25827.54,24338.09,208278.55,209768,46-60,Indore,basic,2,363,17,0
FT00009016,2025-12-17 22:09:06,A0004099,A0008237,cash_out,1295.08,236938.66,235643.58,220140.39,221435.47,26-35,Hyderabad,basic,1,1090,24,0
FT00009283,2025-01-10 18:17:52,A0003693,A0007099,cash_in,1895.98,221126.42,219230.44,138315.13,140211.11,18-25,Pune,standard,1,1641,21,0
FT00008585,2025-04-09 19:05:48,A0001896,A0006875,debit,242.89,200811.07,200568.18,67938.45,68181.34,46-60,Delhi,enhanced,4,1704,25,0
FT00008464,2025-01-02 02:39:23,,A0005223,cash_out,305.06,64264.65,63959.59,179875.56,180180.62,60+,Bengaluru,enhanced,1,1616,25,0
FT00008161,2025-04-16 13:28:31,A0003230,A0009617,debit,172.43,224553.33,224380.9,216861.69,217034.12,36-45,Mumbai,standard,3,1785,15,0
FT00013516,2025-02-15 12:46:34,A0000033,A0009170,cash_in,385.16,167371.04,166985.88,279204.47,279589.63,46-60,Hyderabad,enhanced,1,84,42,0
FT00012859,2025-07-11 19:21:26,A0004505,A0009097,transfer,1481.96,151859.16,150377.2,198712.49,200194.45,26-35,Kolkata,standard,1,1104,22,0
FT00006464,2025-04-07 09:08:57,A0004287,A0008844,debit,1079.2,228752.29,227673.09,125059.18,126138.38,18-25,Mumbai,basic,1,1325,15,0
FT00004100,2025-08-17 02:27:35,A0002412,A0006998,cash_out,1137.36,88479.87,87342.51,120685.7,121823.06,18-25,Delhi,enhanced,1,842,30,0
FT00008842,2025-04-28 19:05:40,A0003229,A0005245,transfer,1549.79,154057.88,152508.09,102854.73,104404.52,46-60,Mumbai,basic,3,243,22,0
FT00011062,2025-05-13 20:31:07,A0004658,A0005247,debit,332.87,190418.32,190085.45,60191.73,60524.6,26-35,Indore,enhanced,4,1566,25,0
FT00002866,,A0004981,A0005999,cash_out,226.15,2805.63,2579.48,200631,200857.15,36-45,Chennai,enhanced,2,768,20,0
FT00005800,2025-12-15 08:00:28,A0002471,A0007116,debit,11632.11,144066.07,132433.96,240272.99,251905.1,46-60,Indore,enhanced,1,1609,13,0
FT00008255,2025-10-26 01:55:42,A0004716,A0007247,transfer,290.59,617.2,326.61,248866.22,249156.81,36-45,Pune,enhanced,3,69,54,0
FT00006360,2025-09-21 10:55:08,A0004177,A0008784,cash_in,756.59,105526.68,104770.09,292084.87,292841.46,46-60,Chennai,standard,1,1293,13,0
FT00014878,2025-03-11 14:13:48,A0000898,A0009304,cash_in,268.48,217526.49,217258.01,230528.99,230797.47,18-25,Hyderabad,standard,3,1147,17,0
FT00011596,2025-06-30 09:42:35,A0003974,A0007033,transfer,4151.31,16262.88,12111.57,89060.17,93211.48,18-25,Kolkata,basic,2,1044,33,0
FT00004839,2025-07-16 08:07:15,A0001938,A0007387,transfer,1554.58,180697.39,179142.81,290536.95,292091.53,36-45,Delhi,enhanced,3,1290,22,0
FT00008497,2025-05-08 11:58:40,A0000041,A0008064,cash_out,758.57,206413.61,205655.04,26409.54,27168.11,36-45,Pune,standard,3,1298,27,0
FT00005804,2025-05-12 06:47:26,A0001456,A0007435,cash_out,267.67,212122.65,211854.98,262896.41,263164.08,46-60,Delhi,standard,1,1252,26,0
FT00013069,2025-10-24 00:18:33,A0001445,A0007331,transfer,37.42,28395.21,28357.79,71934.05,71971.47,26-35,Bengaluru,enhanced,1,1123,27,0
FT00011056,2025-10-03 02:51:05,A0002573,A0008906,cash_in,1017.77,144130.87,143113.1,170907.18,171924.95,26-35,Kolkata,basic,1,1193,9,0
FT00010258,11/11/2025,A0000944,A0008401,debit,581.42,82837.99,82256.57,210142.09,210723.51,18-25,Hyderabad,basic,4,57,48,0
FT00008882,2025-05-18 20:58:00,A0002028,A0008777,bill_payment,1329.73,85053.44,83723.71,29675.48,31005.21,18-25,Kolkata,standard,1,1548,7,0
FT00011603,2025-03-16 14:03:16,A0002178,A0006090,cash_in,82.04,212835.91,212753.87,226864.8,226946.84,18-25,Pune,enhanced,2,1124,13,0
FT00006087,2025-01-18 11:55:41,A0003954,A0007460,cash_out,451.68,12289.82,11838.14,,223580.38,18-25,Hyderabad,enhanced,1,1365,27,0
FT00009026,2025-12-22 00:27:36,A0000943,A0008569,transfer,1954.58,226759.64,224805.06,246734.08,248688.66,26-35,Chennai,standard,2,1316,32,0
FT00011019,2025-01-02 22:36:20,A0000192,A0009299,transfer,824.65,181740,180915.35,216350.48,217175.13,60+,Indore,basic,1,1230,25,0
FT00011967,2025-02-07 22:05:13,A0003074,A0005060,debit,,153863.26,153311.59,38453.92,39005.59,26-35,Hyderabad,enhanced,1,289,13,0
FT00000692,2025-02-27 17:37:35,A0004254,A0005072,bill_payment,1862.29,249733.38,247871.09,218666.52,220528.81,60+,Indore,standard,1,709,10,0
FT00005662,2025-12-19 17:37:29,A0001798,A0008330,cash_out,161.02,206609.49,206448.47,245479.92,245640.94,36-45,Pune,enhanced,4,182,43,0
FT00000693,2025-04-05 01:45:01,A0002760,A0009324,cash_in,1481.23,174569.38,173088.15,137146.59,138627.82,60+,Hyderabad,basic,1,802,13,0
FT00001094,2025-11-28 10:51:52,A0002613,A0007010,cash_out,610.8,74628.49,74017.69,128205.39,128816.19,60+,Pune,standard,3,520,30,0
FT00004108,2025-06-09 09:56:40,A0004299,A0007093,cash_in,310.56,53801.28,53490.72,230001.57,230312.13,46-60,Hyderabad,standard,1,827,21,0
FT00010904,2025-05-07 05:48:33,A0004505,A0007518,cash_out,1992.37,242449.52,240457.15,286602.07,288594.44,36-45,Hyderabad,enhanced,1,1383,17,0
FT00001363,2025-03-06 10:10:05,A0001597,A0006233,cash_in,807.15,104677.86,103870.71,237183.67,237990.82,46-60,Pune,standard,4,538,30,0
FT00004855,2025-02-28 11:58:20,A0004776,A0005988,bill_payment,323.4,113748.56,113425.16,86766.99,87090.39,18-25,Mumbai,standard,3,988,17,0
FT00004708,2025-04-05 06:08:10,A0000713,A0005353,cash_in,1288.36,4847.96,3559.6,122375.47,123663.83,46-60,Indore,standard,2,980,6,0
FT00011721,2025-03-02 23:00:09,A0004151,A0007072,debit,2843.36,72869.33,70025.97,42905.22,45748.58,36-45,Kolkata,enhanced,1,478,18,0
FT00012155,2025-02-28 06:36:56,A0001262,A0009135,transfer,887.77,89847.56,89120.33,129178.57,129905.8,18-25,Indore,standard,2,228,28,1
FT00007902,2025-01-13 08:18:56,A0000901,A0008330,cash_in,1052.02,116619.8,115567.78,20313.7,21365.72,18-25,Pune,enhanced,4,830,29,0
FT00012441,2025-02-25 06:07:37,A0000168,A0008528,debit,5043.31,171355.26,166311.95,250418.51,255461.82,60+,Chennai,enhanced,1,414,15,0
FT00002236,2025-09-03 05:11:09,A0000154,,cash_out,353.55,133777.18,133423.63,36107.76,36461.31,46-60,Chennai,enhanced,3,1383,32,0
FT00013585,2025-02-13 22:10:09,A0002682,A0009224,cash_out,141.57,120002.52,119860.95,132681.87,132823.44,60+,Indore,standard,1,109,31,0
FT00011949,2025-04-12 05:34:54,A0002613,A0007735,debit,361.5,113027.95,112666.45,217878.13,218239.63,18-25,Pune,basic,2,1244,16,0
FT00011504,2025-03-03 11:25:00,A0001984,A0006853,debit,221.2,53699.14,53477.94,221998.41,222219.61,46-60,Kolkata,enhanced,2,523,10,0
FT00011440,2025-09-06 21:56:10,A0002229,A0005930,cash_in,2670,196545.15,193875.15,105519.51,108189.51,18-25,Hyderabad,enhanced,1,1684,9,0
FT00000007,2025-09-20 10:02:42,A0001415,A0006192,bill_payment,1230.49,103549.37,102318.88,172176.2,173406.69,46-60,Kolkata,basic,1,711,11,0
FT00010792,2025-12-29 14:56:11,A0000302,A0006631,debit,208.12,29010.86,28802.74,218902.78,219110.9,36-45,Indore,basic,4,834,39,0
FT00013304,2025-08-20 02:24:07,A0001826,A0006876,bill_payment,1871.15,27759.69,,217904.52,219775.67,26-35,Chennai,basic,1,1539,9,0
FT00008960,2025-04-14 16:11:26,A0002272,A0005494,transfer,512.08,45517.24,45005.16,29837.42,30349.5,36-45,Bengaluru,standard,3,773,18,0
FT00004302,07/02/2025,A0004560,A0009001,cash_out,74.44,57779.4,57704.96,198366.55,198440.99,26-35,,basic,2,1423,31,0
FT00001918,2025-06-09 09:30:49,A0003937,A0009146,transfer,92.42,154970.92,154878.5,230818.19,230910.61,46-60,Kolkata,basic,2,1675,27,0
FT00010724,2025-02-06 23:54:47,A0004815,A0006265,debit,207.68,249290.85,249083.17,260151.49,260359.17,60+,Delhi,basic,1,1780,17,0
FT00006808,2025-02-19 08:23:53,A0003389,A0007033,bill_payment,453.46,41154.29,40700.83,125027.34,125480.8,60+,Kolkata,standard,2,761,8,0
FT00001337,2025-07-17 00:58:25,A0004518,A0006806,cash_out,1354.86,216389.21,215034.35,127533.74,128888.6,60+,Chennai,basic,3,308,17,0
FT00009162,2025-10-05 20:18:39,A0003476,A0008065,bill_payment,225.35,86422.44,86197.09,18457.73,18683.08,,Pune,basic,1,696,10,0
FT00003525,2025-05-04 22:52:29,A0001056,A0007087,cash_out,111.07,67020.12,66909.05,105234.39,105345.46,46-60,Kolkata,standard,1,1840,26,0
FT00001553,2025-06-09 09:52:10,A0002379,A0006201,cash_in,4985.32,,33851.4,77757.25,82742.57,46-60,Kolkata,standard,2,313,17,0
FT00007997,2025-08-31 05:28:23,A0002959,A0006542,debit,812.17,73499.36,72687.19,,252698.49,60+,Kolkata,basic,2,680,14,0
FT00014740,2025-03-15 02:09:05,A0003296,A0005196,transfer,463.14,175137.24,174674.1,248520.23,248983.37,60+,Hyderabad,standard,2,1088,29,0
FT00010926,2025-07-30 08:01:40,A0000872,A0007037,cash_out,445.07,184575.15,184130.08,208813.41,209258.48,26-35,Hyderabad,enhanced,3,817,23,0
FT00014880,,A0001396,A0009885,cash_in,822.47,72583.47,71761,43246.76,44069.23,26-35,Chennai,standard,2,1197,6,0
FT00009335,2025-04-19 12:22:20,A0002999,A0009488,transfer,626.42,182083.91,181457.49,105808.57,106434.99,36-45,Pune,standard,3,144,26,0
FT00012490,2025-02-13 17:08:06,A0001694,A0005058,cash_out,1009.01,127972.25,126963.24,64434.78,65443.79,26-35,Delhi,basic,3,1317,28,0
FT00004202,2025-12-19 18:08:00,A0002405,A0008489,debit,1632.22,88784.16,87151.94,175295.44,176927.66,60+,Mumbai,standard,3,1125,17,0
FT00012430,2025-01-14 20:18:30,A0003518,A0009332,bill_payment,306.08,181458.18,181152.1,9876.08,10182.16,18-25,Bengaluru,standard,2,426,16,0
FT00007895,,A0004607,A0007693,cash_out,482.62,186620.4,186137.78,56307.22,56789.84,46-60,Chennai,basic,2,234,31,0
FT00003260,2025-06-23 02:06:10,A0002691,A0005615,bill_payment,690.76,106032.68,105341.92,85202.91,85893.67,18-25,Mumbai,enhanced,1,95,21,0
FT00007283,2025-04-15 15:42:46,A0002300,A0009308,bill_payment,2101.42,61835.95,59734.53,215616.64,217718.06,36-45,Indore,basic,1,1665,8,0
FT00011643,2025-04-05 12:35:45,A0003304,A0008337,cash_in,453.23,22746.56,22293.33,131954.06,132407.29,46-60,Bengaluru,enhanced,1,770,8,0
FT00014985,2025-01-14 00:25:51,A0004373,A0005534,debit,,12450.16,11030.09,203571.9,204991.97,60+,Mumbai,enhanced,2,1092,19,0
FT00003444,2025-02-16 11:32:25,A0003707,A0009569,cash_out,4146.09,138794.46,134648.37,166318.72,170464.81,18-25,Kolkata,enhanced,2,1294,20,0
FT00006797,2025-01-08 11:29:46,A0000130,A0006748,cash_in,167.01,9479.96,9312.95,240292.28,240459.29,26-35,Chennai,enhanced,2,137,,0
FT00003597,2025-08-21 23:13:25,A0000009,A0007604,cash_in,1600.21,151009.99,149409.78,145219.77,146819.98,60+,Kolkata,standard,1,307,7,0
FT00004251,2025-12-07 15:28:51,A0002062,A0008604,debit,1769.88,249814.88,248045,199153.04,200922.92,36-45,Bengaluru,standard,3,805,8,0
FT00001909,2025-07-11 01:26:38,A0001541,A0005659,cash_out,719.04,170220.49,169501.45,253547.41,254266.45,26-35,Chennai,standard,2,326,23,0
FT00007714,2025-12-23 07:29:43,A0002482,A0007677,bill_payment,295.9,18314.62,18018.72,193936.22,194232.12,60+,Indore,standard,3,827,16,0
FT00005857,2025-09-25 10:27:21,A0000973,A0008844,cash_in,50.07,213449.22,213399.15,43146.19,43196.26,26-35,Delhi,standard,2,505,12,0
FT00009544,2025-06-26 23:02:33,A0002830,A0007123,transfer,1180.72,143302.96,142122.24,97554.53,98735.25,36-45,Kolkata,standard,1,1513,19,0
FT00010323,2025-06-14 19:49:39,A0000428,A0009584,bill_payment,242.32,55700.77,55458.45,45144.6,45386.92,46-60,Kolkata,standard,1,593,6,0
FT00004726,2025-01-31 05:01:56,A0000749,A0008536,cash_out,407.54,130187.54,129780,134976.4,135383.94,60+,Bengaluru,basic,3,765,27,0
FT00013002,2025-01-08 14:30:02,A0001961,A0006960,transfer,565.05,204043.72,203478.67,179087.02,179652.07,26-35,Chennai,basic,3,1430,22,0
FT00005553,2025-12-01 01:16:20,A0002209,A0008776,cash_out,532.16,179220.5,178688.34,14937.83,15469.99,18-25,Hyderabad,enhanced,3,1068,27,0
FT00001102,2025-09-20 20:25:07,A0001491,A0009004,cash_in,530.19,193868.55,193338.36,110648.15,111178.34,60+,Hyderabad,basic,3,814,11,0
FT00009019,2025-04-07 19:10:05,A0003955,A0005227,debit,352.11,192210.39,191858.28,261171.8,261523.91,60+,Delhi,enhanced,1,1722,10,0
FT00007108,2025-07-19 13:01:12,A0003189,A0006897,transfer,1573.68,70358.47,68784.79,72160.42,73734.1,26-35,Kolkata,basic,1,1143,30,0
FT00008669,2025-10-14 12:25:33,A0002650,A0006608,cash_out,2465.09,58146.78,55681.69,142465.73,144930.82,46-60,Indore,standard,3,1627,28,0
FT00004019,2025-06-01 09:31:12,A0003468,A0008612,debit,371.8,70171.99,69800.19,258958.48,259330.28,26-35,Delhi,basic,2,405,8,0
FT00002155,2025-06-18 11:42:20,A0002462,A0009922,cash_out,841.35,173859.85,173018.5,215552.82,216394.17,60+,Delhi,standard,2,525,20,0
FT00010183,2025-04-05 21:31:45,A0002103,A0009960, cash_out ,1163.68,78453.18,77289.5,130608.8,131772.48,26-35,Hyderabad,enhanced,1,420,23,0
FT00006974,2025-12-18 17:15:21,A0004742,A0007123,cash_in,1741.89,12254.61,10512.72,292738.41,294480.3,26-35,Bengaluru,enhanced,2,144,13,0
FT00013419,2025-04-17 19:00:54,A0001053,A0006184,debit,371.78,222726.8,222355.02,48652.01,49023.79,36-45,Kolkata,enhanced,1,1125,6,0
FT00004362,2025-03-09 16:55:58,A0001846,A0008305,transfer,104.6,73788.36,73683.76,18117.67,18222.27,18-25,Bengaluru,enhanced,1,781,28,0
FT00001777,2025-02-22 18:05:49,A0000241,A0007653,bill_payment,445.69,240397.29,239951.6,291547.01,291992.7,60+,Mumbai,basic,3,1744,17,0
FT00005575,2025-02-23 19:15:39,A0001786,A0007373,bill_payment,1580.92,183285.87,181704.95,285368.48,286949.4,60+,Hyderabad,enhanced,3,829,9,0
FT00012918,2025-07-04 22:13:47,A0004848,A0008443,cash_out,25,191564.2,191539.2,119191.27,119216.27,36-45,Hyderabad,basic,1,1355,24,0
FT00013473,2025-10-07 05:44:29,A0004958,A0008751,bill_payment,238.14,235142.21,234904.07,9059.23,9297.37,36-45,Chennai,standard,3,1803,16,0
FT00003717,2025-10-20 12:08:25,A0003991,A0008382,cash_out,463.06,192960.22,192497.16,171480.83,171943.89,36-45,Kolkata,enhanced,2,867,31,0
FT00006975,2025-01-24 09:58:45,A0003793,A0009824,bill_payment,26157.53,16167.77,15569.52,195542.82,196141.07,60+,Mumbai,basic,1,891,20,0
FT00007183,2025-02-24 01:22:50,A0000629,A0009620,transfer,7330.73,123650.45,116319.72,163196.54,170527.27,46-60,Indore,basic,2,1703,30,0
FT00008612,2025-01-03 06:33:49,A0001881,A0005810,debit,169.72,162287.9,162118.18,95730.74,95900.46,26-35,Delhi,basic,2,1591,17,0
FT00012566,2025-10-28 11:46:47,A0003521,A0007341,transfer,429.01,9044.71,8615.7,129177.29,129606.3,36-45,Chennai,basic,1,907,21,0
FT00000084,2025-07-11 17:59:10,A0003684,A0005150,cash_in,318.67,8337.23,8018.56,173954.33,174273,60+,Pune,enhanced,2,620,9,0
FT00013749,2025-09-29 16:38:33,A0001366,A0007473,cash_in,25,124320.9,124295.9,227089.45,227114.45,46-60,Mumbai,basic,4,696,36,0
FT00012608,2025-01-30 02:23:18,A0001378,A0009343,cash_in,1370.38,111123.25,109752.87,254528.56,255898.94,36-45,Mumbai,basic,1,219,12,0
FT00007102,2025-12-09 00:13:37,A0001746,A0006913,debit,108.22,72133.05,72024.83,231843.96,231952.18,46-60,Hyderabad,basic,4,1547,34,0
FT00007827,2025-06-07 20:52:31,A0004636,A0005589,bill_payment,485.99,40427.16,39941.17,166587.86,167073.85,26-35,Delhi,standard,1,1755,16,0
FT00005773,2025-03-21 04:33:27,A0002659,A0008635,cash_out,134.89,51219.31,51084.42,117124.5,117259.39,18-25,Bengaluru,basic,1,1469,24,0
FT00013391,2025-06-15 02:57:07,A0003802,A0007440,debit,169.4,10269.76,10100.36,133882.14,134051.54,18-25,Bengaluru,basic,1,1469,14,0
FT00003550,2025-11-15 13:03:35,A0001655,A0008475,bill_payment,1406.72,155521.79,154115.07,236964.35,238371.07,46-60,Bengaluru,basic,1,680,7,0
FT00001928,2025-06-14 21:41:30,A0002692,A0006102,cash_in,398.59,207985.39,207586.8,270148.74,270547.33,18-25,Pune,standard,4,664,34,0
FT00005355,2025-11-05 21:56:37,A0004665,A0009537,debit,175.54,96437.46,96261.92,220011.23,220186.77,46-60,Hyderabad,basic,3,1762,7,0
FT00008903,2025-07-04 02:14:29,A0001971,A0009908,cash_in,254.94,61244.95,60990.01,243200.78,243455.72,18-25,Hyderabad,basic,1,727,15,0
FT00012153,2025-12-16 11:49:04,A0004451,A0006497,cash_in,149.79,11575.69,11425.9,989.45,1139.24,60+,Bengaluru,standard,4,1548,35,0
FT00013570,2025-08-07 08:36:22,A0000792,A0006292,debit,296.32,12422.19,12125.87,156130.9,156427.22,36-45,Pune,enhanced,3,1235,6,0
FT00011196,2025-12-12 08:02:21,A0004452,A0007034,bill_payment,91.5,227006.57,226915.07,140778.88,140870.38,26-35,Kolkata,basic,1,1271,13,0
FT00014805,2025-10-16 03:02:35,A0000832,A0007138,cash_out,34.44,88267.51,88233.07,259468.83,259503.27,46-60,Kolkata,enhanced,1,568,27,0
FT00010370,2025-03-20 06:53:49,A0002694,A0006645,transfer,210.81,66067.43,65856.62,54481.92,54692.73,18-25,Mumbai,standard,2,1782,20,0
FT00010434,2025-09-14 08:39:18,A0000192,A0008767,cash_out,2665.18,147208.37,144543.19,68353.29,71018.47,60+,Chennai,enhanced,1,974,27,0
FT00008385,2025-12-30 21:07:12,A0003423,A0009197,bill_payment,546.3,89728.7,89182.4,167923.2,168469.5,26-35,Delhi,,1,1799,19,0
FT00014795,2025-10-11 19:38:58,A0003713,A0005654,transfer,1189.54,39842.75,38653.21,58425.58,59615.12,26-35,Kolkata,enhanced,3,1789,25,0
FT00010838,2025-08-28 12:36:10,A0001035,A0009301,bill_payment,808.97,29572.48,28763.51,176264.78,177073.75,26-35,Chennai,basic,3,1706,22,0
FT00013756,2025-06-15 17:22:08,A0004066,A0009445,cash_in,543.5,41301.28,40757.78,180694.67,181238.17,18-25,Indore,basic,2,1157,7,0
FT00009957,2025-05-08 09:15:13,A0002287,A0007933,cash_out,2361.03,6610.49,4249.46,167161.67,169522.7,18-25,Pune,standard,,1536,19,0
FT00004628,2025-02-24 22:05:33,A0002821,A0006736,cash_out,376.04,227330.85,226954.81,23646.35,24022.39,26-35,Hyderabad,basic,1,733,20,0
FT00006120,2025-05-24 06:49:11,A0001774,A0005272,transfer,76.96,233781.86,233704.9,255661.56,255738.52,60+,Bengaluru,basic,4,1346,42,0
FT00005213,2025-06-14 02:40:09,A0003465,A0009549,bill_payment,451.16,21310.87,20859.71,86828.3,87279.46,46-60,Kolkata,enhanced,1,1312,13,0
FT00014426,2025-05-16 09:53:53,A0001285,A0006138,transfer,529.63,43668.88,43139.25,201588.06,202117.69,46-60,Indore,enhanced,2,585,18,0
FT00013082,2025-02-17 23:50:04,A0004707,A0008297,cash_in,963.21,104145.07,103181.86,105887.36,106850.57,18-25,Hyderabad,enhanced,3,72,29,0
FT00011210,2025-05-14 12:27:14,A0001447,A0008331,cash_out,81.43,92623.13,92541.7,42945.67,43027.1,26-35,Hyderabad,enhanced,2,1034,28,0
FT00007338,2025-11-11 02:10:50,A0000337,A0008279,debit,98.42,176330.55,176232.13,115127.86,115226.28,46-60,Delhi,basic,2,1613,7,0
FT00014452,2025-01-03 23:04:22,A0002143,A0006754,transfer,294.41,228945.94,228651.53,287770.51,288064.92,36-45,Kolkata,enhanced,2,745,26,0
FT00014267,2025-04-03 18:28:47,A0000077,A0006051,debit,994,47742.78,46748.78,86931.13,87925.13,46-60,Delhi,standard,1,268,12,0
FT00006122,2025-08-06 23:10:59,A0002702,A0005652,debit,258.6,194941.49,194682.89,118866.8,119125.4,46-60,Bengaluru,enhanced,2,150,8,0
FT00002401,2025-05-26 07:39:33,A0001537,A0006095,bill_payment,185.22,202194.64,202009.42,42595.67,42780.89,46-60,Kolkata,standard,2,688,15,0
FT00008056,2025-08-24 01:37:08,A0004819,A0007653,bill_payment,604.55,195318.1,194713.55,157886.06,158490.61,46-60,Kolkata,standard,1,352,15,0
FT00007903,2025-02-19 02:07:21,A0001203,A0009850,transfer,366.56,186185.22,185818.66,144799.77,145166.33,60+,Chennai,enhanced,3,1422,28,0
FT00006545,2025-06-23 11:33:34,A0003047,A0006018,bill_payment,553.34,105675.56,105122.22,138235.54,138788.88,46-60,,enhanced,1,271,18,0
FT00014734,2025-08-05 09:00:27,A0001371,A0008659, cash_in ,311.37,231826.59,231515.22,225691.75,226003.12,60+,Mumbai,basic,1,919,8,0
FT00006407,2025-06-27 18:09:42,A0004935,A0009891,debit,6182.42,174921.16,168738.74,200225.93,206408.35,18-25,Kolkata,basic,3,470,13,0
FT00011489,2025-08-25 04:37:50,A0000369,A0007349,transfer,50.75,70269.84,70219.09,282478.36,282529.11,46-60,Indore,basic,2,1765,21,0
FT00003463,2025-01-20 10:45:34,A0003988,A0006985,bill_payment,371.98,160483.07,160111.09,273793.97,274165.95,36-45,Indore,standard,3,715,13,0
FT00013081,2025-01-11 05:17:53,A0001293,A0008411,bill_payment,2046.07,95463.1,93417.03,51499.78,53545.85,60+,Pune,enhanced,3,232,11,0
FT00008268,2025-02-19 04:31:56,A0002126,A0007185,cash_in,882.25,149589.72,148707.47,125846.11,126728.36,36-45,Hyderabad,standard,2,645,8,0
FT00013712,2025-12-29 20:10:01,A0001777,A0005890,cash_out,508.05,4676.17,4168.12,5688.03,6196.08,46-60,Pune,standard,2,1461,25,0
FT00006603,2025-05-10 05:07:29,A0003647,A0007341,debit,583.95,204312.72,203728.77,221531.38,222115.33,18-25,Bengaluru,basic,2,1364,9,0
FT00007887,2025-07-07 17:32:06,A0002479,A0008110,transfer,424.06,140620.12,140196.06,190676.9,191100.96,60+,Bengaluru,basic,2,1649,26,0
FT00005710,2025-10-31 21:06:11,A0001660,A0006960,cash_out,2492.01,150935.76,148443.75,168850.23,171342.24,46-60,Hyderabad,enhanced,2,1621,17,0
FT00004510,2025-03-10 22:04:22,A0001140,A0006154,transfer,1435.48,170857.36,169421.88,14111.48,15546.96,18-25,Bengaluru,standard,3,857,19,0
